taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
1314	species	Streptococcus pyogenes	199	5	9	6	6	5.93	0.42	[6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 9, 6, 6, 8, 6]
747	species	Pasteurella multocida	59	1	8	6	6	5.92	0.72	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
485	species	Neisseria gonorrhoeae	50	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
155892	species	Caulobacter vibrioides	6	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2]
623	species	Shigella flexneri	37	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
28901	species	Salmonella enterica	782	5	8	7	7.0	6.99	0.17	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
1097	species	Chlorobaculum tepidum	1	2	2	2	2	2.00	0.00	[2]
2287	species	Saccharolobus solfataricus	12	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
781	species	Rickettsia conorii	1	1	1	1	1	1.00	0.00	[1]
2209	species	Methanosarcina mazei	6	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3]
911092	species	Caldanaerobacter subterraneus	1	4	4	4	4	4.00	0.00	[4]
542	species	Zymomonas mobilis	14	2	3	3	3.0	2.86	0.35	[3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]
29459	species	Brucella melitensis	67	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
339	species	Xanthomonas campestris	15	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
346	species	Xanthomonas citri	67	1	2	2	2	1.99	0.12	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2320	species	Methanopyrus kandleri	1	1	1	1	1	1.00	0.00	[1]
83558	species	Chlamydia pneumoniae	12	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
13773	species	Pyrobaculum aerophilum	1	1	1	1	1	1.00	0.00	[1]
2261	species	Pyrococcus furiosus	3	1	1	1	1	1.00	0.00	[1, 1, 1]
9	species	Buchnera aphidicola	36	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
347	species	Xanthomonas oryzae	93	1	2	2	2	1.99	0.10	[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1309	species	Streptococcus mutans	14	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
2039	species	Tropheryma whipplei	2	1	1	1	1.0	1.00	0.00	[1, 1]
29461	species	Brucella suis	16	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
216816	species	Bifidobacterium longum	27	2	5	4	4	3.67	0.61	[4, 4, 4, 3, 3, 4, 4, 3, 4, 3, 5, 4, 4, 3, 3, 3, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4]
303	species	Pseudomonas putida	31	5	8	7	7	6.58	0.71	[7, 6, 7, 7, 7, 6, 8, 6, 6, 7, 5, 7, 6, 7, 5, 7, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 8, 6, 7, 7, 7]
837	species	Porphyromonas gingivalis	21	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
83557	species	Chlamydia caviae	1	1	1	1	1	1.00	0.00	[1]
1513	species	Clostridium tetani	2	4	6		5.0	5.00	1.00	[6, 4]
1282	species	Staphylococcus epidermidis	18	5	6	6	6.0	5.83	0.37	[5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5]
1575	species	Leifsonia xyli	3	1	1	1	1	1.00	0.00	[1, 1, 1]
536	species	Chromobacterium violaceum	3	8	8	8	8	8.00	0.00	[8, 8, 8]
157673	species	[Mannheimia] succiniciproducens	1	6	6	6	6	6.00	0.00	[6]
777	species	Coxiella burnetii	13	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1351	species	Enterococcus faecalis	37	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
251701	species	Pseudomonas syringae group genomosp. 3	3	5	5	5	5	5.00	0.00	[5, 5, 5]
1392	species	Bacillus anthracis	54	10	14	11	11.0	10.93	0.72	[11, 11, 11, 11, 11, 10, 11, 11, 10, 10, 10, 11, 11, 11, 11, 10, 11, 11, 11, 11, 11, 11, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 14, 14, 10, 10]
1764	species	Mycobacterium avium	27	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
32025	species	Helicobacter hepaticus	1	1	1	1	1	1.00	0.00	[1]
1219	species	Prochlorococcus marinus	9	1	2	1	1	1.11	0.31	[1, 1, 2, 1, 1, 1, 1, 1, 1]
730	species	[Haemophilus] ducreyi	14	6	6	6	6.0	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
35554	species	Geobacter sulfurreducens	3	2	2	2	2	2.00	0.00	[2, 2, 2]
163164	species	Wolbachia endosymbiont of Drosophila melanogaster	1	1	1	1	1	1.00	0.00	[1]
785	species	Rickettsia typhi	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
33959	species	Lactobacillus johnsonii	10	4	7	7	6.5	5.90	1.30	[6, 4, 4, 4, 7, 7, 7, 7, 7, 6]
274	species	Thermus thermophilus	9	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2]
235	species	Brucella abortus	20	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
158	species	Treponema denticola	1	2	2	2	2	2.00	0.00	[2]
2099	species	Mycoplasma hyopneumoniae	10	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2109	species	Mycoplasma synoviae	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
82076	species	Picrophilus torridus	1	1	1	1	1	1.00	0.00	[1]
1639	species	Listeria monocytogenes	190	1	6	6	6.0	5.67	0.62	[6, 6, 5, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5]
2151	species	Mesoplasma florum	9	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2]
414	species	Methylococcus capsulatus	1	2	2	2	2	2.00	0.00	[2]
1747	species	Cutibacterium acnes	22	2	6	3	3.0	3.09	0.67	[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2118	species	Mycoplasma mobile	1	1	1	1	1	1.00	0.00	[1]
80849	species	Wolbachia endosymbiont of Brugia malayi	2	1	1	1	1.0	1.00	0.00	[1, 1]
1402	species	Bacillus licheniformis	29	7	9	8	8	7.93	0.36	[7, 7, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
135577	species	Idiomarina loihiensis	2	4	4	4	4.0	4.00	0.00	[4, 4]
446	species	Legionella pneumophila	93	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2336	species	Thermotoga maritima	6	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1]
1299	species	Deinococcus radiodurans	3	3	3	3	3	3.00	0.00	[3, 3, 3]
1773	species	Mycobacterium tuberculosis	180	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
160	species	Treponema pallidum	3	2	2	2	2	2.00	0.00	[2, 2, 2]
63363	species	Aquifex aeolicus	1	2	2	2	2	2.00	0.00	[2]
145262	species	Methanothermobacter thermautotrophicus	1	2	2	2	2	2.00	0.00	[2]
2234	species	Archaeoglobus fulgidus	2	1	1	1	1.0	1.00	0.00	[1, 1]
1488	species	Clostridium acetobutylicum	3	11	11	11	11	11.00	0.00	[11, 11, 11]
487	species	Neisseria meningitidis	106	4	5	4	4.0	4.02	0.14	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
51229	species	Wigglesworthia glossinidia	2	2	2	2	2.0	2.00	0.00	[2, 2]
1624	species	Lactobacillus salivarius	8	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7]
263	species	Francisella tularensis	37	2	3	3	3	2.97	0.16	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
1280	species	Staphylococcus aureus	452	1	8	6	6.0	5.51	0.86	[5, 6, 5, 5, 5, 5, 6, 5, 6, 6, 5, 5, 6, 5, 6, 5, 5, 5, 5, 5, 6, 4, 4, 5, 5, 6, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 6, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 5, 1, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 6, 5, 5, 5, 5, 6, 5, 6, 6, 5, 6, 6, 6, 5, 5, 6, 6, 6, 7, 6, 5, 6, 6, 6, 6, 5, 5, 6, 5, 5, 6, 5, 1, 1, 1, 1, 1, 1, 1, 6, 6, 5, 6, 6, 6, 5, 6, 5, 6, 6, 6, 5, 6, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 5, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 7]
61435	species	Dehalococcoides mccartyi	24	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
305	species	Ralstonia solanacearum	46	2	4	4	4.0	3.54	0.54	[4, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4]
915	species	Nitrosomonas europaea	1	1	1	1	1	1.00	0.00	[1]
456327	species	Xanthomonas euvesicatoria	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
293091	species	Haloquadratum walsbyi	2	2	2	2	2.0	2.00	0.00	[2, 2]
1496	species	Clostridioides difficile	54	10	15	12	12.0	12.02	0.62	[11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 15, 14, 11, 13, 12]
106590	species	Cupriavidus necator	4	5	5	5	5.0	5.00	0.00	[5, 5, 5, 5]
212	species	Helicobacter acinonychis	1	2	2	2	2	2.00	0.00	[2]
630	species	Yersinia enterocolitica	18	7	9	7	7.0	7.22	0.63	[7, 7, 7, 7, 7, 7, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
59754	species	Alcanivorax borkumensis	1	3	3	3	3	3.00	0.00	[3]
1281	species	Staphylococcus carnosus	2	5	6		5.5	5.50	0.50	[5, 6]
95486	species	Burkholderia cenocepacia	17	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
1349	species	Streptococcus uberis	4	5	6		5.5	5.50	0.50	[5, 5, 6, 6]
2066070	species	Mesorhizobium japonicum	1	2	2	2	2	2.00	0.00	[2]
103690	species	Nostoc sp. PCC 7120	1	4	4	4	4	4.00	0.00	[4]
1148	species	Synechocystis sp. PCC 6803	7	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
672	species	Vibrio vulnificus	18	8	12	11	11.0	10.39	1.06	[9, 9, 9, 8, 10, 11, 11, 11, 11, 11, 9, 11, 12, 11, 11, 11, 11, 11]
33903	species	Streptomyces avermitilis	1	6	6	6	6	6.00	0.00	[6]
1462	species	Geobacillus kaustophilus	2	9	9	9	9.0	9.00	0.00	[9, 9]
37329	species	Nocardia farcinica	3	3	3	3	3	3.00	0.00	[3, 3, 3]
79880	species	Bacillus clausii	3	7	7	7	7	7.00	0.00	[7, 7, 7]
1283	species	Staphylococcus haemolyticus	10	1	6	6	6.0	5.30	1.49	[5, 5, 6, 6, 6, 6, 6, 1, 6, 6]
